abm_id,customer_id,amount_cad,debit_credit,cash_indicator,country,province,city,transaction_date,transaction_time,trans_id,customer_id_1,country_1,province_1,city_1,industry_code,employee_count,sales,established_date,onboard_date,industry_code_1,industry
ABM00000000000020620,SYNCID0000016156,535.07,debit,true,CA,,other,2022-11-02,15:45:39,ABM00000000000020620,SYNCID0000016156,CA,ON,WHITBY,4011,4.0,0.0,2022-06-02,2022-11-29,4011,Single Family Housing
ABM00000000000009294,SYNCID0000007075,1027.77,debit,true,other,,other,2022-11-02,10:49:56,ABM00000000000009294,SYNCID0000007075,CA,ON,TORONTO,9839,1.0,,2021-04-24,2021-10-09,9839,Other Professional Menbership Associations
ABM00000000000014350,SYNCID0000011417,284.23,credit,true,CA,,other,2022-11-02,08:57:44,ABM00000000000014350,SYNCID0000011417,CA,PE,SUMMERSIDE,6599,0.0,1612442.0,2017-11-20,2018-12-23,6599,Other Retail Stores n.e.c.
ABM00000000000006662,SYNCID0000005070,311.45,credit,true,CA,,other,2022-11-02,08:40:25,ABM00000000000006662,SYNCID0000005070,CA,ON,NORTH YORK,9693,1.0,1.0,2019-08-25,2022-04-26,9693,"Dance Halls, Studios and Schools"
ABM00000000000005183,SYNCID0000003942,68.43,debit,true,CA,,other,2022-11-02,18:03:38,ABM00000000000005183,SYNCID0000003942,CA,ON,OTTAWA,9726,2.0,,2021-06-29,2021-10-31,9726,Carpet Cleaning
ABM00000000000012702,SYNCID0000009979,62.62,debit,true,other,,other,2022-11-02,18:39:11,ABM00000000000012702,SYNCID0000009979,CA,ON,NEWMARKET,9959,1.0,1.0,2019-02-24,2020-06-22,9959,Other Services to Buildings and Dwellings
ABM00000000000004109,SYNCID0000002959,1371.47,credit,false,other,,other,2022-11-02,12:15:25,ABM00000000000004109,SYNCID0000002959,CA,,other,4272,2.0,55181.0,2020-12-16,2021-09-27,4272,Drywall Work
ABM00000000000005173,SYNCID0000003942,1056.25,credit,true,CA,,other,2022-11-02,13:14:54,ABM00000000000005173,SYNCID0000003942,CA,ON,OTTAWA,9726,2.0,,2021-06-29,2021-10-31,9726,Carpet Cleaning
ABM00000000000010195,SYNCID0000007794,331.4,debit,true,CA,ON,LONDON,2022-11-02,19:33:01,ABM00000000000010195,SYNCID0000007794,CA,ON,BANCROFT,9851,0.0,0.0,1852-03-25,2016-08-20,9851,Political Organizations
ABM00000000000008280,SYNCID0000006234,433.26,debit,true,CA,ON,MILTON,2022-11-02,18:06:04,ABM00000000000008280,SYNCID0000006234,CA,ON,MISSISSAUGA,6312,2.0,0.0,2022-03-07,2023-03-09,6312,Automobile (Used) Dealers
ABM00000000000012261,SYNCID0000009624,1456.41,credit,false,CA,ON,MILTON,2022-11-02,11:16:57,ABM00000000000012261,SYNCID0000009624,CA,,other,4214,4.0,353738.0,2004-01-23,,4214,Excavating and Grading
ABM00000000000015454,SYNCID0000012468,534.93,debit,true,CA,ON,MILTON,2022-11-02,11:29:40,ABM00000000000015454,SYNCID0000012468,CA,MB,WINNIPEG,2499,3.0,0.0,2021-02-26,2021-12-16,2499,Other Clothing and Apparel Industries n.e.c.
ABM00000000000020539,SYNCID0000016072,2149.7,credit,false,CA,SK,REGINA,2022-11-02,17:32:50,ABM00000000000020539,SYNCID0000016072,CA,ON,OTTAWA,4276,1.0,0.0,2021-12-24,,4276,Terrazzo and Tile Work
ABM00000000000017599,SYNCID0000014008,317.41,credit,true,CA,BC,SURREY,2022-11-02,13:25:54,ABM00000000000017599,SYNCID0000014008,CA,ON,,6596,1.0,40113.0,2011-12-01,2011-12-23,6596,Pet Stores
ABM00000000000016303,SYNCID0000013034,103.57,credit,true,CA,BC,VERNON,2022-11-02,19:31:19,ABM00000000000016303,SYNCID0000013034,CA,NL,ST. JOHN'S,6391,1.0,24817.0,,2003-05-30,6391,Car Washes
ABM00000000000002256,SYNCID0000001703,1624.06,credit,false,CA,BC,BURNABY,2022-11-02,18:58:38,ABM00000000000002256,SYNCID0000001703,CA,ON,WHITBY,4931,2.0,116237.0,2020-07-28,,4931,Water Systems Industry
ABM00000000000000072,SYNCID0000000065,1012.76,credit,true,CA,AB,CALGARY,2022-11-02,20:37:05,ABM00000000000000072,SYNCID0000000065,CA,ON,WASAGA BEACH,6121,6.0,0.0,2020-10-21,2020-12-15,6121,Men's Clothing Stores
ABM00000000000012443,SYNCID0000009741,958.91,credit,true,CA,AB,CALGARY,2022-11-02,20:44:48,ABM00000000000012443,SYNCID0000009741,CA,MB,WINNIPEG,4021,1.0,134636.0,2020-05-26,2020-06-03,4021,Manufacturing and Light Industrial Building
ABM00000000000019530,SYNCID0000015390,666.55,credit,false,CA,NS,HALIFAX,2022-11-02,10:47:01,ABM00000000000019530,SYNCID0000015390,CA,,other,4022,0.0,0.0,,2003-11-04,4022,Commercial Building
ABM00000000000018142,SYNCID0000014471,4457.72,credit,false,CA,ON,MARKHAM,2022-11-02,19:04:27,ABM00000000000018142,SYNCID0000014471,CA,,other,6342,2.0,0.0,2023-05-07,2023-10-27,6342,"Tire, Battery, Parts and Accessories Stores"
ABM00000000000011653,SYNCID0000009086,811.71,debit,true,CA,ON,TORONTO,2022-11-02,11:50:27,ABM00000000000011653,SYNCID0000009086,CA,AB,EDMONTON,1699,6.0,1834196.0,2011-05-16,,1699,Other Plastic Products Industries n.e.c.
ABM00000000000011096,SYNCID0000008613,247.84,credit,true,CA,ON,TORONTO,2022-11-02,08:42:51,ABM00000000000011096,SYNCID0000008613,CA,ON,NORTH YORK,6312,2.0,70390.0,2014-03-05,2023-05-07,6312,Automobile (Used) Dealers
ABM00000000000018491,SYNCID0000014689,216.2,debit,true,CA,ON,TORONTO,2022-11-02,21:06:56,ABM00000000000018491,SYNCID0000014689,CA,ON,NEWMARKET,9821,1.0,11819.0,,1999-05-11,9821,Business Associations
ABM00000000000021007,SYNCID0000016443,537.88,debit,true,CA,ON,TORONTO,2022-11-02,12:42:14,ABM00000000000021007,SYNCID0000016443,CA,NB,other,4235,1.0,0.0,,2022-07-18,4235,Roof Shingling
ABM00000000000018921,SYNCID0000014926,861.82,credit,false,CA,ON,TORONTO,2022-11-02,15:53:19,ABM00000000000018921,SYNCID0000014926,CA,ON,AURORA,4022,4.0,,2019-12-05,,4022,Commercial Building
ABM00000000000016301,SYNCID0000013034,1801.3,credit,true,CA,ON,TORONTO,2022-11-02,21:27:33,ABM00000000000016301,SYNCID0000013034,CA,NL,ST. JOHN'S,6391,1.0,24817.0,,2003-05-30,6391,Car Washes
ABM00000000000011385,SYNCID0000008834,1947.61,credit,false,CA,ON,TORONTO,2022-11-02,05:53:28,ABM00000000000011385,SYNCID0000008834,CA,AB,EDMONTON,9959,15.0,0.0,2020-01-07,2021-10-03,9959,Other Services to Buildings and Dwellings
ABM00000000000000665,SYNCID0000000469,1853.38,credit,false,CA,ON,BRAMPTON,2022-11-02,17:51:03,ABM00000000000000665,SYNCID0000000469,CA,,other,3244,1.0,57866.0,2018-01-08,2018-09-20,3244,Mobile Home Industry
ABM00000000000011087,SYNCID0000008613,1082.65,debit,true,CA,ON,BRAMPTON,2022-11-02,19:50:14,ABM00000000000011087,SYNCID0000008613,CA,ON,NORTH YORK,6312,2.0,70390.0,2014-03-05,2023-05-07,6312,Automobile (Used) Dealers
ABM00000000000021469,SYNCID0000016811,1077.03,debit,true,CA,ON,BRAMPTON,2022-11-02,19:32:31,ABM00000000000021469,SYNCID0000016811,CA,NS,HALIFAX,6213,2.0,0.0,2022-08-11,2023-09-21,6213,Furniture Refinishing and Repair Shops
ABM00000000000013968,SYNCID0000011117,41.55,debit,true,CA,ON,HAMILTON,2022-11-02,11:45:07,ABM00000000000013968,SYNCID0000011117,CA,ON,SUDBURY,9961,1.0,39358.0,2019-01-16,2019-12-26,9961,Ticket and Travel Agencies
ABM00000000000005944,SYNCID0000004625,214.07,debit,true,CA,ON,KINGSTON,2022-11-02,15:12:01,ABM00000000000005944,SYNCID0000004625,CA,,other,4023,1.0,0.0,2023-05-03,2023-06-06,4023,Institutional Building
ABM00000000000018145,SYNCID0000014471,416.68,debit,true,CA,QC,MONTREAL,2022-11-02,11:41:52,ABM00000000000018145,SYNCID0000014471,CA,,other,6342,2.0,0.0,2023-05-07,2023-10-27,6342,"Tire, Battery, Parts and Accessories Stores"
ABM00000000000002121,SYNCID0000001574,2673.17,credit,false,CA,QC,MONTREAL,2022-11-02,17:56:26,ABM00000000000002121,SYNCID0000001574,CA,,other,7751,,,1975-07-01,2004-12-01,7751,Offices of Architects
ABM00000000000015139,SYNCID0000012230,422.14,debit,true,CA,QC,MONTREAL,2022-11-02,10:32:45,ABM00000000000015139,SYNCID0000012230,CA,,other,9713,1.0,0.0,2022-05-11,2022-11-08,9713,Combination Barber and Beauty shops
ABM00000000000013359,SYNCID0000010522,109.82,credit,true,CA,BC,VICTORIA,2022-11-02,14:54:03,ABM00000000000013359,SYNCID0000010522,CA,ON,MARKHAM,7752,2.0,168034.0,2005-01-31,2006-05-02,7752,Offices of Engineers
ABM00000000000015192,SYNCID0000012270,512.85,debit,true,CA,MB,WINNIPEG,2022-11-02,08:10:45,ABM00000000000015192,SYNCID0000012270,CA,ON,OTTAWA,8666,5.0,342218.0,2019-09-21,2023-05-12,8666,Offices of Optometrists
ABM00000000000007280,SYNCID0000005539,117.05,debit,true,CA,MB,WINNIPEG,2022-11-02,14:51:37,ABM00000000000007280,SYNCID0000005539,CA,ON,BARRIE,8665,1.0,0.0,2023-04-16,2023-08-23,8665,Offices of Physiotherapists-Occupational Therapists
ABM00000000000002833,SYNCID0000002115,5757.34,credit,false,CA,BC,COURTENAY,2022-11-02,21:31:28,ABM00000000000002833,SYNCID0000002115,CA,ON,COLLINGWOOD,8649,1.0,222799.0,2011-09-17,,8649,Other Non-Institutional Social Services
ABM00000000000002901,SYNCID0000002165,1072.43,debit,true,CA,ON,ETOBICOKE,2022-11-02,12:12:05,ABM00000000000002901,SYNCID0000002165,CA,ON,TORONTO,7512,0.0,0.0,2015-10-11,2015-12-02,7512,Operators of Non-Residential Buildings
ABM00000000000011368,SYNCID0000008801,3542.94,credit,false,CA,ON,PICKERING,2022-11-02,10:05:04,ABM00000000000011368,SYNCID0000008801,CA,ON,ETOBICOKE,6562,1.0,14578.0,2022-09-01,2023-01-15,6562,Watch and Jewellery Repair Shops
ABM00000000000016116,SYNCID0000012918,5998.12,credit,false,CA,SK,SASKATOON,2022-11-02,18:00:23,ABM00000000000016116,SYNCID0000012918,CA,AB,CALGARY,4226,1.0,0.0,2019-07-01,2019-07-03,4226,Rough and Framing Carpentry
ABM00000000000014191,SYNCID0000011286,7646.29,credit,false,CA,SK,SASKATOON,2022-11-02,18:50:42,ABM00000000000014191,SYNCID0000011286,CA,,other,7749,1.0,34196.0,2014-10-10,2014-11-14,7749,Other Advertising Services
ABM00000000000021363,SYNCID0000016738,52.95,debit,true,CA,SK,SASKATOON,2022-11-02,12:35:30,ABM00000000000021363,SYNCID0000016738,CA,,other,4235,,586110.0,2012-09-28,,4235,Roof Shingling
ABM00000000000012428,SYNCID0000009741,45.88,credit,false,CA,BC,VANCOUVER,2022-11-02,19:25:18,ABM00000000000012428,SYNCID0000009741,CA,MB,WINNIPEG,4021,1.0,134636.0,2020-05-26,2020-06-03,4021,Manufacturing and Light Industrial Building
ABM00000000000020886,SYNCID0000016382,206.88,debit,true,CA,ON,MISSISSAUGA,2022-11-02,10:01:07,ABM00000000000020886,SYNCID0000016382,CA,,other,6311,1.0,8805.0,1999-06-28,2003-07-01,6311,Automobile (New) Dealers
ABM00000000000000231,SYNCID0000000106,21.41,debit,true,CA,ON,SCARBOROUGH,2022-11-02,19:54:11,ABM00000000000000231,SYNCID0000000106,CA,SK,SASKATOON,4589,1.0,0.0,2023-10-19,2023-11-18,4589,Other Transportation Industries n.e.c.
ABM00000000000015020,SYNCID0000012058,65.63,credit,true,CA,ON,SCARBOROUGH,2022-11-02,12:44:33,ABM00000000000015020,SYNCID0000012058,CA,ON,OTTAWA,8666,,193734.0,2017-01-17,2017-02-19,8666,Offices of Optometrists
ABM00000000000008384,SYNCID0000006282,1026.61,debit,true,CA,ON,SCARBOROUGH,2022-11-02,17:22:02,ABM00000000000008384,SYNCID0000006282,CA,AB,CALGARY,6131,1.0,23469.0,2015-05-21,2021-12-30,6131,Women's Clothing Stores
ABM00000000000008695,SYNCID0000006526,20.94,debit,true,CA,ON,SCARBOROUGH,2022-11-02,19:50:07,ABM00000000000008695,SYNCID0000006526,CA,ON,OTTAWA,6213,6.0,661886.0,1990-02-20,2006-04-19,6213,Furniture Refinishing and Repair Shops
ABM00000000000013360,SYNCID0000010522,54.24,credit,true,CA,ON,SCARBOROUGH,2022-11-02,16:20:24,ABM00000000000013360,SYNCID0000010522,CA,ON,MARKHAM,7752,2.0,168034.0,2005-01-31,2006-05-02,7752,Offices of Engineers
ABM00000000000007705,SYNCID0000005846,522.12,debit,true,CA,ON,PETERBOROUGH,2022-11-02,09:36:50,ABM00000000000007705,SYNCID0000005846,CA,ON,LISTOWEL,8639,0.0,,2000-05-01,2009-12-25,8639,Other Non-Institutional Health Services
ABM00000000000019560,SYNCID0000015452,535.72,debit,true,,,,2022-11-03,12:31:28,ABM00000000000019560,SYNCID0000015452,CA,ON,RICHMOND HILL,7512,1.0,0.0,2019-08-06,2019-11-03,7512,Operators of Non-Residential Buildings
ABM00000000000020074,SYNCID0000015815,492.1,debit,true,,,,2022-11-03,17:03:18,ABM00000000000020074,SYNCID0000015815,CA,ON,other,4276,1.0,,2017-05-10,2021-06-18,4276,Terrazzo and Tile Work
ABM00000000000002460,SYNCID0000001830,106.38,debit,true,,,,2022-11-03,13:32:09,ABM00000000000002460,SYNCID0000001830,CA,AB,CALGARY,8666,1.0,0.0,2001-07-15,2002-08-22,8666,Offices of Optometrists
ABM00000000000007593,SYNCID0000005780,337.6,debit,true,,,,2022-11-03,14:44:59,ABM00000000000007593,SYNCID0000005780,CA,,other,3099,2.0,399024.0,2003-12-21,2003-12-24,3099,Other Metal Fabricating Industries n.e.c.
ABM00000000000007723,SYNCID0000005846,1046.67,debit,true,other,,other,2022-11-03,18:29:37,ABM00000000000007723,SYNCID0000005846,CA,ON,LISTOWEL,8639,0.0,,2000-05-01,2009-12-25,8639,Other Non-Institutional Health Services
ABM00000000000004970,SYNCID0000003653,103.06,debit,true,other,,other,2022-11-03,17:41:22,ABM00000000000004970,SYNCID0000003653,CA,,other,8639,1.0,241094.0,2001-12-07,,8639,Other Non-Institutional Health Services
ABM00000000000011638,SYNCID0000009081,48.42,credit,false,other,,other,2022-11-03,15:17:31,ABM00000000000011638,SYNCID0000009081,CA,ON,PETROLIA,9951,1.0,0.0,2022-08-02,2022-10-01,9951,Disinfecting and Exterminating Services
ABM00000000000009765,SYNCID0000007365,433.11,credit,true,other,,other,2022-11-03,10:52:08,ABM00000000000009765,SYNCID0000007365,CA,,other,7752,,67172.0,2015-11-12,2019-01-31,7752,Offices of Engineers
ABM00000000000018876,SYNCID0000014863,221.04,credit,true,CA,,other,2022-11-03,17:52:15,ABM00000000000018876,SYNCID0000014863,CA,ON,TORONTO,9141,4.0,,2018-03-25,2018-07-30,9141,Outfitters (Hunting and Fishing Camps)
ABM00000000000011410,SYNCID0000008880,1026.31,debit,true,CA,,other,2022-11-03,14:01:00,ABM00000000000011410,SYNCID0000008880,CA,AB,AIRDRIE,1699,1.0,159238.0,,2020-02-21,1699,Other Plastic Products Industries n.e.c.
ABM00000000000001073,SYNCID0000000799,1034.63,credit,true,other,,other,2022-11-03,10:24:37,ABM00000000000001073,SYNCID0000000799,CA,ON,MISSISSAUGA,9611,0.0,0.0,2015-01-15,2017-02-25,9611,Motion Picture and Video Production
ABM00000000000004316,SYNCID0000003121,4185.69,credit,false,CA,,other,2022-11-03,08:47:24,ABM00000000000004316,SYNCID0000003121,CA,,other,5319,1.0,1331569.0,2017-06-19,2022-08-31,5319,"Other Apparel, Wholesale"
ABM00000000000005671,SYNCID0000004397,964.8,credit,false,CA,,other,2022-11-03,19:16:13,ABM00000000000005671,SYNCID0000004397,CA,ON,NEWMARKET,9951,1.0,91278.0,1992-01-01,2000-08-24,9951,Disinfecting and Exterminating Services
ABM00000000000013486,SYNCID0000010659,5310.45,credit,false,other,,other,2022-11-03,08:55:10,ABM00000000000013486,SYNCID0000010659,CA,PE,SUMMERSIDE,5999,1.0,74688.0,2010-09-15,2010-11-18,5999,"Other Products n.e.c., Wholesale"
ABM00000000000021467,SYNCID0000016811,416.5,debit,true,other,,other,2022-11-03,16:27:58,ABM00000000000021467,SYNCID0000016811,CA,NS,HALIFAX,6213,2.0,0.0,2022-08-11,2023-09-21,6213,Furniture Refinishing and Repair Shops
ABM00000000000019425,SYNCID0000015283,515.6,credit,true,other,,other,2022-11-03,11:08:19,ABM00000000000019425,SYNCID0000015283,CA,,other,4224,2.0,274451.0,,1999-11-05,4224,Concrete Pouring and Finishing
ABM00000000000004167,SYNCID0000003012,538.23,debit,true,CA,,other,2022-11-03,20:17:30,ABM00000000000004167,SYNCID0000003012,CA,ON,BURLINGTON,4022,2.0,0.0,1997-01-17,1997-07-20,4022,Commercial Building
ABM00000000000004721,SYNCID0000003352,271.96,debit,true,other,,other,2022-11-03,18:51:30,ABM00000000000004721,SYNCID0000003352,CA,,other,6921,1.0,1.0,2018-03-09,2018-05-18,6921,Direct Sellers
ABM00000000000005283,SYNCID0000004020,688.82,debit,true,CA,,other,2022-11-03,09:04:52,ABM00000000000005283,SYNCID0000004020,CA,ON,MISSISSAUGA,9611,0.0,0.0,2015-12-15,2017-02-14,9611,Motion Picture and Video Production
ABM00000000000017142,SYNCID0000013672,1068.89,credit,true,CA,,other,2022-11-03,11:29:56,ABM00000000000017142,SYNCID0000013672,CA,,other,4564,3.0,995857.0,2006-10-11,2006-11-29,4564,Dry Bulk Materials Trucking Industry
ABM00000000000012937,SYNCID0000010221,41.55,debit,true,CA,ON,LONDON,2022-11-03,13:40:09,ABM00000000000012937,SYNCID0000010221,CA,ON,LISTOWEL,4278,3.0,0.0,,,4278,Resilient Flooring and Carpet Work
ABM00000000000016404,SYNCID0000013171,327.26,credit,true,CA,ON,LONDON,2022-11-03,18:05:42,ABM00000000000016404,SYNCID0000013171,CA,ON,SUDBURY,4842,,0.0,2022-08-29,2022-08-31,4842,Courier Service Industry
ABM00000000000018256,SYNCID0000014554,220.25,debit,true,CA,BC,SURREY,2022-11-03,15:48:30,ABM00000000000018256,SYNCID0000014554,CA,ON,OSHAWA,9831,,0.0,2022-05-06,2023-01-19,9831,Professional Health and Social Service Membership Associations
ABM00000000000020537,SYNCID0000016072,7067.32,credit,true,CA,ON,WHITBY,2022-11-03,22:18:32,ABM00000000000020537,SYNCID0000016072,CA,ON,OTTAWA,4276,1.0,0.0,2021-12-24,,4276,Terrazzo and Tile Work
ABM00000000000016458,SYNCID0000013228,44.11,debit,true,CA,AB,CALGARY,2022-11-03,04:59:40,ABM00000000000016458,SYNCID0000013228,CA,ON,TORONTO,7749,1.0,0.0,2021-02-02,,7749,Other Advertising Services
ABM00000000000003397,SYNCID0000002529,1069.48,debit,true,CA,NS,HALIFAX,2022-11-03,20:01:58,ABM00000000000003397,SYNCID0000002529,CA,BC,KELOWNA,8132,1.0,133238.0,,2022-08-25,8132,Immigration Services
ABM00000000000008892,SYNCID0000006716,213.03,credit,false,CA,ON,TORONTO,2022-11-03,12:33:17,ABM00000000000008892,SYNCID0000006716,CA,AB,BARRHEAD,4259,1.0,174673.0,2008-12-22,2009-12-20,4259,Other Mechanical Specialty Work
ABM00000000000014443,SYNCID0000011489,1052.32,debit,true,CA,ON,TORONTO,2022-11-03,22:52:36,ABM00000000000014443,SYNCID0000011489,CA,ON,MISSISSAUGA,4229,1.0,0.0,2023-08-18,2023-11-09,4229,Other Structural and Related Work
ABM00000000000017219,SYNCID0000013774,1603.02,credit,false,CA,ON,TORONTO,2022-11-03,15:58:33,ABM00000000000017219,SYNCID0000013774,CA,ON,COURTICE,6582,1.0,,,2023-11-24,6582,"Gift, Novelty and Souvenir Stores"
ABM00000000000016899,SYNCID0000013523,64.84,credit,false,CA,ON,BRAMPTON,2022-11-03,09:50:55,ABM00000000000016899,SYNCID0000013523,CA,ON,TORONTO,8654,5.0,663911.0,1995-06-13,1995-11-26,8654,"Offices of Dentists, Specialists"
ABM00000000000009185,SYNCID0000006979,680.92,credit,true,CA,QC,BROSSARD,2022-11-03,17:34:35,ABM00000000000009185,SYNCID0000006979,CA,ON,TORONTO,5511,2.0,180517.0,2017-08-09,2017-11-23,5511,"Automobiles, Wholesale"
ABM00000000000017215,SYNCID0000013774,623.56,credit,true,CA,QC,BROSSARD,2022-11-03,17:28:18,ABM00000000000017215,SYNCID0000013774,CA,ON,COURTICE,6582,1.0,,,2023-11-24,6582,"Gift, Novelty and Souvenir Stores"
ABM00000000000016128,SYNCID0000012918,772.65,debit,true,CA,BC,RICHMOND,2022-11-03,17:14:00,ABM00000000000016128,SYNCID0000012918,CA,AB,CALGARY,4226,1.0,0.0,2019-07-01,2019-07-03,4226,Rough and Framing Carpentry
ABM00000000000006345,SYNCID0000004881,878.75,credit,true,CA,BC,VANCOUVER,2022-11-03,12:37:31,ABM00000000000006345,SYNCID0000004881,CA,,other,6541,1.0,,2022-06-01,2022-07-30,6541,Sporting Goods Stores
ABM00000000000021509,SYNCID0000016882,2039.37,credit,false,CA,ON,HALTONHLLS,2022-11-03,09:49:13,ABM00000000000021509,SYNCID0000016882,CA,ON,BRAMPTON,9141,3.0,,,2019-05-30,9141,Outfitters (Hunting and Fishing Camps)
ABM00000000000012369,SYNCID0000009741,307.84,debit,true,CA,ON,SCARBOROUGH,2022-11-03,11:09:44,ABM00000000000012369,SYNCID0000009741,CA,MB,WINNIPEG,4021,1.0,134636.0,2020-05-26,2020-06-03,4021,Manufacturing and Light Industrial Building
ABM00000000000008790,SYNCID0000006632,209.79,debit,true,,,,2022-11-04,16:00:25,ABM00000000000008790,SYNCID0000006632,CA,NS,BEDFORD,7791,1.0,68007.0,,2014-12-24,7791,Security and Investigation Services
ABM00000000000003785,SYNCID0000002751,433.17,debit,true,,,,2022-11-04,15:02:41,ABM00000000000003785,SYNCID0000002751,CA,AB,CAMROSE,7711,1.0,181309.0,1978-03-06,,7711,Employment Agencies
ABM00000000000016362,SYNCID0000013130,109.85,debit,true,,,,2022-11-04,23:37:16,ABM00000000000016362,SYNCID0000013130,CA,ON,STITTSVILLE,8669,4.0,6413626.0,2004-06-07,2004-12-26,8669,Offices of Other Health Practitioners
ABM00000000000010083,SYNCID0000007690,468.35,debit,true,,,,2022-11-04,02:26:09,ABM00000000000010083,SYNCID0000007690,CA,ON,SCARBOROUGH,8666,5.0,695340.0,2017-06-02,2017-06-24,8666,Offices of Optometrists
ABM00000000000011416,SYNCID0000008880,166.75,debit,true,,,,2022-11-04,13:37:38,ABM00000000000011416,SYNCID0000008880,CA,AB,AIRDRIE,1699,1.0,159238.0,,2020-02-21,1699,Other Plastic Products Industries n.e.c.
ABM00000000000016561,SYNCID0000013327,44.11,debit,true,,,,2022-11-04,10:07:19,ABM00000000000016561,SYNCID0000013327,CA,ON,TORONTO,4272,1.0,63676.0,1997-01-02,,4272,Drywall Work
ABM00000000000008749,SYNCID0000006598,127.13,debit,true,,,,2022-11-04,14:20:10,ABM00000000000008749,SYNCID0000006598,CA,,other,4113,1.0,0.0,2004-08-14,2015-08-06,4113,Gas and Oil Pipelines
ABM00000000000008888,SYNCID0000006714,522.26,debit,true,CA,ON,AJAX,2022-11-04,14:06:45,ABM00000000000008888,SYNCID0000006714,CA,ON,MEAFORD,7712,1.0,,2005-11-22,2005-12-11,7712,Personnel Suppliers
ABM00000000000018268,SYNCID0000014578,19809.74,credit,false,CA,QC,LAVAL,2022-11-04,11:05:10,ABM00000000000018268,SYNCID0000014578,CA,,other,4565,1.0,32796.0,2000-05-31,2000-08-14,4565,Forest Products Trucking Industry
ABM00000000000001112,SYNCID0000000844,312.52,debit,false,CA,,other,2022-11-04,13:12:12,ABM00000000000001112,SYNCID0000000844,CA,,other,4113,2.0,252666.0,2005-04-21,2005-05-21,4113,Gas and Oil Pipelines
ABM00000000000006105,SYNCID0000004741,326.71,debit,true,CA,,other,2022-11-04,15:59:03,ABM00000000000006105,SYNCID0000004741,CA,ON,NIAGARA FALLS,9851,1.0,12100.0,1994-10-27,1999-11-11,9851,Political Organizations
ABM00000000000009189,SYNCID0000006979,60042.88,credit,false,CA,,other,2022-11-04,14:37:29,ABM00000000000009189,SYNCID0000006979,CA,ON,TORONTO,5511,2.0,180517.0,2017-08-09,2017-11-23,5511,"Automobiles, Wholesale"
ABM00000000000015980,SYNCID0000012815,1062.73,debit,false,CA,,other,2022-11-04,13:47:17,ABM00000000000015980,SYNCID0000012815,CA,AB,EDMONTON,7749,1.0,0.0,2019-05-15,2019-09-01,7749,Other Advertising Services
